address,item_index,latitude,longitude,map_url,name,phone,phone_href,raw_data_coord,raw_data_lat,raw_data_long,raw_data_map_url,raw_html
"Bakı şəhəri, Şəfayət Mehdiyev 129",238,40.38313320911758,49.81596093560959,,Zəfər Tibb Mərkəzi,(+994 51) 290 66 17,tel:(+994 51) 290 66 17,"[40.38313320911758, 49.81596093560959]",40.38313320911758,49.81596093560959,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38313320911758, 49.81596093560959]"" data-lat=""40.38313320911758"" data-long=""49.81596093560959"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Zəfər Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Səbail rayonu, Mikayıl Müşfiq küçəsi",239,40.35427468764492,49.80745710927768,,Avropa Beynalxalq Hospital,(+994) 10 430 03 03,tel:(+994) 10 430 03 03,"[40.35427468764492, 49.80745710927768]",40.35427468764492,49.80745710927768,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.35427468764492, 49.80745710927768]"" data-lat=""40.35427468764492"" data-long=""49.80745710927768"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Avropa Beynalxalq Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""..."
"Bakı şəhəri, Yasamal rayonu, Xıdır Mustafayev küçəsi",240,40.39851854726285,49.80033201349049,,Etalon Hospital,(+994 12) 505 33 55 • (+994 77) 505 33 55,tel:(+994 12) 505 33 55 • (+994 77) 505 33 55,"[40.39851854726285, 49.80033201349049]",40.39851854726285,49.80033201349049,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39851854726285, 49.80033201349049]"" data-lat=""40.39851854726285"" data-long=""49.80033201349049"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Etalon Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Quba şəhəri,Yusif Qasımov küç 66",241,41.362540179088626,48.50315085160514,,Şahdağ Quba və Truskavets sanatorium,(+994 51) 638 86 66,tel:(+994 51) 638 86 66,"[41.362540179088626, 48.50315085160514]",41.362540179088626,48.50315085160514,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.362540179088626, 48.50315085160514]"" data-lat=""41.362540179088626"" data-long=""48.50315085160514"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Şahdağ Quba və Truskavets sanatorium</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/l..."
"Bakı ş.,Suraxanı rayonu,Yeni Suraxan qəsəbəsi,Mər kəzi küçəsi,4T",242,40.447652586831076,50.01268930135381,,Appro Hospital,(+994 10) 203 00 88,tel:(+994 10) 203 00 88,"[40.447652586831076, 50.01268930135381]",40.447652586831076,50.01268930135381,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.447652586831076, 50.01268930135381]"" data-lat=""40.447652586831076"" data-long=""50.01268930135381"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Appro Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Bakı şəhəri, Ataturk prospekti 3078",243,40.41677207308603,49.845461464593434,,HB Güvən Klinik,(+994 12) 959,tel:(+994 12) 959,"[40.41677207308603, 49.845461464593434]",40.41677207308603,49.845461464593434,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.41677207308603, 49.845461464593434]"" data-lat=""40.41677207308603"" data-long=""49.845461464593434"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">HB Güvən Klinik</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>..."
"Biləsuvar şəhəri, H. Əliyev pr. 333",244,39.460839332860644,48.54197908415225,,Yovşan Klinika,(+994 77) 295 38 38,tel:(+994 77) 295 38 38,"[39.460839332860644, 48.54197908415225]",39.460839332860644,48.54197908415225,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.460839332860644, 48.54197908415225]"" data-lat=""39.460839332860644"" data-long=""48.54197908415225"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Yovşan Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Naftalan şəhəri, Ş.Qurbanov 78",245,40.57432635055147,47.07092296293018,,Nur Sağlamlıq Mərkəzi,(+994 99) 701 01 05 • (+994 55) 341 01 02,tel:(+994 99) 701 01 05 • (+994 55) 341 01 02,"[40.57432635055147, 47.07092296293018]",40.57432635055147,47.07092296293018,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.57432635055147, 47.07092296293018]"" data-lat=""40.57432635055147"" data-long=""47.07092296293018"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Nur Sağlamlıq Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Bakı şəhəri, Binəqədi rayonu,Cəfər Xəndan küçəsi 196",246,40.418805258468886,49.845663682296724,,Universal Hospital,(+994 99) 599 65 56,tel:(+994 99) 599 65 56,"[40.418805258468886, 49.845663682296724]",40.418805258468886,49.845663682296724,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.418805258468886, 49.845663682296724]"" data-lat=""40.418805258468886"" data-long=""49.845663682296724"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Universal Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Bakı şəhəri, Yasamal rayonu, Mirəli Seyidov 106",247,40.37601741348611,49.80759657858564,,Bakı Ağrı Klinikası,(+994 55/012) 460 71 70,tel:(+994 55/012) 460 71 70,"[40.37601741348611, 49.80759657858564]",40.37601741348611,49.80759657858564,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.37601741348611, 49.80759657858564]"" data-lat=""40.37601741348611"" data-long=""49.80759657858564"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Bakı Ağrı Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Bakı şəhəri, Şəfayət Mehdiyev 1054",248,40.39423690916424,49.816061351604674,,Kraton Clinic,(+994 12/70) 431 11 44,tel:(+994 12/70) 431 11 44,"[40.39423690916424, 49.816061351604674]",40.39423690916424,49.816061351604674,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39423690916424, 49.816061351604674]"" data-lat=""40.39423690916424"" data-long=""49.816061351604674"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Kraton Clinic</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Balakən şəhəri, Səttar Gözəlov küç.193",249,41.72393320492973,46.421811542327,,Elmas Klinik,(+994 50) 475 13 93,tel:(+994 50) 475 13 93,"[41.72393320492973, 46.421811542327]",41.72393320492973,46.421811542327,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.72393320492973, 46.421811542327]"" data-lat=""41.72393320492973"" data-long=""46.421811542327"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Elmas Klinik</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Balakən ş..."
"Bakı şəhəri, Nərimanov rayonu, Nəcəf Nərimanov küçəsi 109",250,40.41164538031859,49.83994553625864,,Fetal Mərkəz NS Genetics,(+994 50) 209 75 55,tel:(+994 50) 209 75 55,"[40.41164538031859, 49.83994553625864]",40.41164538031859,49.83994553625864,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.41164538031859, 49.83994553625864]"" data-lat=""40.41164538031859"" data-long=""49.83994553625864"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Fetal Mərkəz NS Genetics</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/>..."
"Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli 208",251,40.41213712396785,49.863087537612465,,Bakı Patologiya Mərkəzi,(+994 12) 564 84 42 • (+994 77) 403 71 04/05,tel:(+994 12) 564 84 42 • (+994 77) 403 71 04/05,"[40.41213712396785, 49.863087537612465]",40.41213712396785,49.863087537612465,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.41213712396785, 49.863087537612465]"" data-lat=""40.41213712396785"" data-long=""49.863087537612465"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Bakı Patologiya Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/..."
"Mingəçevir şəhəri,Səməd Vurğun küçəsi ,b.2/1",252,40.768399035787034,47.04872902511034,,Ailəm Medical Center,(+994 70) 804 88 44,tel:(+994 70) 804 88 44,"[40.768399035787034, 47.04872902511034]",40.768399035787034,47.04872902511034,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.768399035787034, 47.04872902511034]"" data-lat=""40.768399035787034"" data-long=""47.04872902511034"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Ailəm Medical Center</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Bakı şəhəri, Yasamal rayonu, Tblisi pr-ti 57",253,40.42776914795771,49.79294576084756,,Fövqəladə Hallar Nazirliyinin Tibb Xidməti İdarəsi,(+994 12) 512 14 44,tel:(+994 12) 512 14 44,"[40.42776914795771, 49.79294576084756]",40.42776914795771,49.79294576084756,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.42776914795771, 49.79294576084756]"" data-lat=""40.42776914795771"" data-long=""49.79294576084756"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Fövqəladə Hallar Nazirliyinin Tibb Xidməti İdarəsi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/a..."
"Gəncə şəhəri, Kəpəz rayonu, Azərbaycan Bayrağı küçəsi",254,40.68648476140822,46.379544079359704,,Sağlam Ailə (Gəncə),(022) 310,tel:(022) 310,"[40.68648476140822, 46.379544079359704]",40.68648476140822,46.379544079359704,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.68648476140822, 46.379544079359704]"" data-lat=""40.68648476140822"" data-long=""46.379544079359704"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Sağlam Ailə (Gəncə)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Bakı şəhəri, Olimpiya küç. 4A",255,40.39908423806986,49.85615281964677,,Milli İdman Tibb və Reabilitasiya Elmi-Praktiki İnstitutu,(+994 12) 525 83 07/09/10,tel:(+994 12) 525 83 07/09/10,"[40.39908423806986, 49.85615281964677]",40.39908423806986,49.85615281964677,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39908423806986, 49.85615281964677]"" data-lat=""40.39908423806986"" data-long=""49.85615281964677"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Milli İdman Tibb və Reabilitasiya Elmi-Praktiki İnstitutu</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" ..."
"Bakı şəhəri, Xəzər rayonu, Buzovna qəsəbəsi, Dənizkənarı, 17D",256,40.52215098314864,50.11767628276912,,Sanator-Kurort Reabilitasiya Mərkəzi,(+994 50) 551 69 49,tel:(+994 50) 551 69 49,"[40.52215098314864, 50.11767628276912]",40.52215098314864,50.11767628276912,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.52215098314864, 50.11767628276912]"" data-lat=""40.52215098314864"" data-long=""50.11767628276912"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Sanator-Kurort Reabilitasiya Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/loc..."
"Tovuz şəhəri, M. Şəhriyar, 99",257,40.98882325170273,45.612959863609625,,Medical Center Tibb Mərkəzi,(+994 51) 315 05 00,tel:(+994 51) 315 05 00,"[40.98882325170273, 45.612959863609625]",40.98882325170273,45.612959863609625,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.98882325170273, 45.612959863609625]"" data-lat=""40.98882325170273"" data-long=""45.612959863609625"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Medical Center Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.s..."
